"division","Familie","species_GermanSL","forest","ind_L","ind_T","ind_K","ind_F","ind_R","ind_N","sub_soil","sub_rock","sub_wood","sub_bark","hemeroby","growth_form","stems","shoot_length","life_form","life_strat","life_strat2","protonema","hyalin_hairp","dominants","dist_gamet","dist_gamet2","seta_length","capsule_pos","capsule_peris","spores","ornament","fruit_freq","fruit_seas","veg_tub","veg_gem","veg_bulb","veg_bran","veg_leav"
"Anthocerotophyta","Anthocerotaceae","Anthoceros agrestis","","9","Ind","Ind","5","5",4,1,0,0,0,6,"P","thalloid",10,"annual","a","",0,0,0,"Monoicous","","","erect",1,52,"papillose","common","summer to winter",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium confervoides","M1.1","5","3","6","4","8",4,0,1,0,0,3,"P","procumbent",3,"mat","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,9,"grained","frequent","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium fluviatile","M2.1","Ind","3","4","9","5",4,0,1,1,1,3,"P","procumbent",3,"mat","p","",0,0,0,"Dioicous","","2","inclined",1,15,"grained","rare","spring to summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium humile","M2.2","5","5","5","6","4",7,1,0,1,0,3,"P","procumbent to ascending",8,"turf","c","p",0,0,0,"Monoicous","Autoicous","3","inclined",1,15,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium radicale","M2.1","5","6","5","6","Ind",5,1,0,1,0,4,"P","procumbent to ascending",4,"turf","c","",0,0,0,"Monoicous","Autoicous","3","inclined",1,14,"grained","common","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium serpens","M2.1","Ind","Ind","Ind","Ind","Ind",6,1,1,1,1,6,"P","procumbent to erect",4,"turf","p","",0,0,0,"Monoicous","Autoicous","3","inclined",1,11.5,"grained","common","spring to autumn",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium serpens var. juratzkanum","M1.1","5","Ind","5","6","4",NA,0,0,1,1,6,"P","procumbent to erect",4,"turf","p","",0,0,0,"Monoicous","Autoicous","3","inclined",1,11.5,"grained","common","spring to autumn",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium subtile","M1.1","7","4","7","5","6",NA,0,1,0,1,2,"P","decumbent",0.5,"cushion","c","",0,0,0,"Monoicous","Autoicous","2","erect to inclined",1,13,"papillose","common","summer to autumn",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium tenax","M2.1","Ind","Ind","5","8","6",4,0,1,1,0,3,"P","procumbent to decumbent",8,"mat","p","",0,0,0,"Monoicous","Autoicous","3","inclined",1,18,"grained","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Amblystegium varium","M2.1","5","5","5","5","6",7,1,1,1,0,5,"P","procumbent",1,"mat","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,13,"papillose","occasional","spring",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Calliergon cordifolium","M2.1","7","4","6","8","4",5,1,0,1,0,4,"P","procumbent to ascending",15,"turf","p","c",0,0,0,"Monoicous","Autoicous","3","inclined",1,13,"grained","rare","spring to summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Calliergon giganteum","","8","3","5","8","8",3,1,0,0,0,3,"P","procumbent to ascending",20,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,18,"papillose","very rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Calliergon sarmentosum","","9","1","6","8","3",2,1,1,0,0,2,"P","erect",12,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,16,"papillose","very rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Calliergon stramineum","M2.2","8","2","6","8","2",2,1,0,0,0,4,"P","ascending",25,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,14,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Campylium calcareum","M2.1","4","5","5","4","8",NA,1,1,0,0,4,"P","procumbent",1,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,13,"grained","frequent","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Campylium chrysophyllum","M2.1","9","2","6","2","8",2,1,1,0,0,3,"P","procumbent to ascending",6,"weft","p","",0,0,0,"Dioicous","","3","inclined",1,14,"grained","rare","spring",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Campylium halleri","M1.2","7","2","6","6","9",2,0,1,0,0,NA,"P","procumbent to erect",0.07,"turf","p","",0,0,0,"Dioicous","","3","inclined",1,11.5,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Campylium stellatum","M2.2","Ind","Ind","Ind","Ind","Ind",2,1,0,1,0,3,"P","erect",10,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,15,"grained","rare","spring to summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Campylium stellatum var. protensum","M2.1","8","3","6","6","9",3,1,1,0,0,3,"O","procumbent",10,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,18.5,"grained","very rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Conardia compacta","M1.1","3","3","5","5","8",4,1,1,0,0,NA,"P","procumbent",3,"mat","p","s",0,0,0,"Dioicous","","","",1,13,"","","",0,1,0,0,0
"Bryophyta","Amblystegiaceae","Cratoneuron filicinum","M2.1","Ind","Ind","Ind","Ind","Ind",5,1,1,1,1,3,"P","erect",10,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,13,"papillose","rare","spring",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Drepanocladus aduncus","M2.2","Ind","Ind","Ind","Ind","Ind",6,1,0,1,0,4,"P","procumbent",37.5,"turf","p","",0,0,0,"Dioicous","","3","inclined",1,16,"grained","very rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Drepanocladus cossonii","","","","","","",2,1,0,1,0,2,"P","procumbent to ascending",10,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,17,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Drepanocladus revolvens","M2.2","9","Ind","6","7","5",2,1,0,0,0,3,"P","procumbent to ascending",10,"turf","p","c",0,0,0,"Monoicous","Autoicous","3","inclined",1,14,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Drepanocladus sordidus","M2.1","Ind","Ind","Ind","Ind","Ind",NA,1,0,0,0,NA,"P","ascending to erect",20,"turf","","",0,0,NA,"Dioicous","","3","inclined",1,NA,"","","",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Hamatocaulis vernicosus","","","","","","",2,1,0,1,0,3,"P","procumbent to ascending",10,"turf","s","p",0,0,0,"Dioicous","","3","inclined",1,16,"grained","very rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Hygrohypnum duriusculum","M2.2","8","2","6","8","5",4,0,1,0,0,1,"P","procumbent to erect",4,"turf","p","",0,0,0,"Dioicous","","2","inclined",1,20,"papillose","very rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Hygrohypnum eugyrium","M2.1","5","6","3","8","6",3,0,1,0,0,1,"P","procumbent",10,"mat","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,21,"papillose","common","spring",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Hygrohypnum luridum","M2.1","Ind","Ind","Ind","Ind","Ind",4,0,1,0,0,3,"P","procumbent to ascending",5.5,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,18.5,"grained","common","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Hygrohypnum ochraceum","M2.1","Ind","2","6","9","2",3,1,1,1,0,2,"P","procumbent",4.5,"turf","p","",0,0,0,"Dioicous","","3","inclined",1,19.5,"grained","very rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Leptodictyum riparium","M2.1","Ind","Ind","5","7","5",7,1,1,1,1,6,"P","procumbent",20,"turf","p","",0,0,0,"Monoicous","Autoicous","3","inclined",1,14,"grained","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Palustriella commutata","M2.1","Ind","Ind","Ind","Ind","Ind",2,1,1,0,1,4,"P","procumbent to erect",7.5,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,28,"papillose","rare","spring to summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Palustriella decipiens","M2.2","8","1","2","7","7",2,1,0,0,0,2,"P","procumbent",2.5,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,19,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Platydictya jungermannioides","M1.1","3","2","4","6","9",4,1,1,0,0,2,"P","procumbent",0.4,"weft","p","s",0,0,0,"Dioicous","","2","inclined",1,14,"grained","rare","summer",0,1,0,0,0
"Bryophyta","Amblystegiaceae","Sanionia uncinata","M2.1","Ind","Ind","6","7","3",2,1,1,1,1,4,"P","procumbent to ascending",10,"turf","p","s",0,0,0,"Monoicous","Autoicous","3","inclined",1,14,"grained","frequent to common","spring to summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Warnstorfia exannulata","M2.2","9","2","6","8","2",2,1,0,0,0,3,"P","erect",20,"turf","l","",0,0,0,"Dioicous","","3","inclined",1,18,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Warnstorfia fluitans","M2.2","Ind","Ind","Ind","Ind","Ind",2,1,0,0,0,3,"P","erect",16,"turf","l","",0,0,0,"Monoicous","Autoicous","3 \ 4","inclined",1,20,"grained","occasional","summer to autumn",0,0,0,0,0
"Bryophyta","Amblystegiaceae","Warnstorfia pseudostraminea","M2.1","9","3","8","8","1",NA,1,1,0,0,3,"P","erect",10,"turf","l","",0,0,0,"Monoicous","Autoicous","","inclined",1,20,"","","summer",0,0,0,0,0
"Bryophyta","Andreaeaceae","Andreaea rothii subsp. falcata","M2.2","7","3","3","2","1",1,0,1,0,0,2,"O","erect",1.5,"cushion","s","",0,0,0,"Monoicous","Autoicous","0","erect",1,46.5,"grained","common","spring to summer",0,0,0,0,0
"Bryophyta","Andreaeaceae","Andreaea rothii subsp. rothii","M2.2","6","3","3","4","2",1,0,1,0,0,2,"O","erect",1.5,"turf","s","",0,0,0,"Monoicous","Autoicous","0","erect",1,46.5,"grained","occasional","spring to summer",0,0,0,0,0
"Bryophyta","Andreaeaceae","Andreaea rupestris","M2.2","Ind","Ind","Ind","Ind","Ind",1,0,1,0,0,3,"O","erect",1.75,"turf","s","",0,0,0,"Monoicous","Autoicous","0","erect",1,33,"","frequent","summer",0,0,0,0,0
"Bryophyta","Aulacomniaceae","Aulacomnium androgynum","M1.2","4","4","5","5","2",4,1,1,1,1,3,"O","erect",3,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect to inclined",1,10,"","very rare","spring to summer",0,1,0,0,0
"Bryophyta","Aulacomniaceae","Aulacomnium palustre","M2.1","7","2","6","7","3",2,1,0,0,0,3,"O","erect",10,"mat","p","",0,0,0,"Dioicous","","3","inclined",1,14,"","occasional","summer",0,1,0,0,0
"Bryophyta","Bartramiaceae","Bartramia halleriana","M1.1","4","3","6","6","5",2,1,1,0,0,3,"O","erect",15,"turf","c","p",0,0,0,"Monoicous","Synoicous or autoicous","2","inclined",1,22,"papillose","common","summer",0,0,0,0,0
"Bryophyta","Bartramiaceae","Bartramia ithyphylla","M1.1","6","2","6","4","4",2,1,1,0,0,3,"O","erect",2.25,"turf","s","",0,0,0,"Monoicous","Synoicous","1","erect to inclined",1,37,"papillose","frequent","summer",0,0,0,0,0
"Bryophyta","Bartramiaceae","Bartramia pomiformis","M1.2","Ind","Ind","Ind","Ind","Ind",2,1,1,0,0,3,"O","erect",0.65,"turf","l","",0,0,0,"Monoicous","Synoicous or autoicous","2","erect to inclined",1,23,"papillose","common","spring to summer",0,0,0,0,0
"Bryophyta","Bartramiaceae","Philonotis caespitosa","M2.2","6","3","4","7","2",3,1,0,0,0,4,"O","erect",5,"turf","l","",0,0,0,"Dioicous","","3","inclined",1,24,"papillose","very rare","summer",0,0,0,0,0
"Bryophyta","Bartramiaceae","Philonotis fontana","M2.2","8","Ind","6","7","2",3,1,1,0,0,3,"O","erect",7.75,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,28,"papillose","occasional","summer",0,0,0,1,0
"Bryophyta","Bartramiaceae","Philonotis seriata","M2.2","8","1","6","7","2",2,1,0,0,0,2,"O","erect",7.5,"turf","l","",0,0,0,"Dioicous","","3","inclined",1,20,"papillose","very rare","summer",0,0,0,0,0
"Bryophyta","Bartramiaceae","Plagiopus oederianus","M1.1","4","1","Ind","6","8",2,1,1,0,0,NA,"O","erect",6,"turf","l","",0,0,0,"Monoicous","Synoicous","2","erect",1,21.5,"papillose","common","spring to summer",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium albicans","M2.2","9","3","5","2","Ind",3,1,1,1,0,4,"P","ascending",8,"turf","p","",0,0,0,"Dioicous","","2","inclined",1,13,"grained","rare","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium campestre","M2.2","6","4","7","3","5",NA,1,0,0,0,6,"P","procumbent to erect",7,"turf","p","",0,0,0,"Monoicous","Autoicous","3","inclined",1,17.5,"grained","","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium capillaceum","M1.1","7","7","5","5","5",NA,0,1,0,1,3,"P","procumbent to ascending",7,"turf","p","",0,0,0,"Monoicous","Autoicous","2 \ 3","erect",1,18,"grained","","",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium geheebii","M1.2","4","3","7","4","5",NA,0,1,0,1,2,"P","decumbent",10,"turf","p","",0,0,0,"Dioicous","","2","erect to inclined",1,17,"grained","","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium glareosum","M2.1","4","3","5","5","8",3,1,1,0,0,4,"P","procumbent to ascending",9,"turf","p","c",0,0,0,"Dioicous","","2 \ 3","inclined",1,17,"papillose","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium laetum","M1.1","4","7","7","4","8",NA,1,1,1,0,4,"P","procumbent",7,"turf","p","",0,0,0,"Dioicous","","2","erect",1,13.5,"grained","rare","autumn",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium latifolium","M2.2","9","1","7","8","2",NA,1,1,0,0,2,"P","procumbent to erect",10,"turf","p","",0,0,0,"Dioicous","","3","inclined",1,NA,"","very rare","",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium oedipodium","M2.1","3","4","7","6","3",NA,1,1,1,0,6,"P","erect",NA,"turf","p","c",0,0,0,"Monoicous","Autoicous","3","inclined",1,13.5,"grained","common","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium plumosum","M2.1","4","3","4","7","6",3,1,1,0,0,3,"P","procumbent to ascending",1.5,"turf","p","c",0,0,0,"Monoicous","Autoicous","2","inclined",1,20,"grained","frequent","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium populeum","M2.1","Ind","Ind","Ind","Ind","Ind",5,0,1,1,1,3,"P","procumbent to erect",1,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,16,"grained","frequent","autumn to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium reflexum","M1.1","4","2","6","5","4",4,1,1,1,1,3,"P","erect",4,"turf","p","s",0,0,0,"Monoicous","Autoicous","2","inclined",1,16,"grained","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium rivulare","M2.1","Ind","3","5","7","6",5,1,1,1,0,3,"P","ascending to erect",12,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,18,"grained","occasional","autumn to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium rutabulum","M2.1","5","Ind","5","4","Ind",6,1,1,1,1,6,"P","procumbent",12,"turf","c","p",0,0,0,"Monoicous","Autoicous","2 \ 3","inclined",1,20,"papillose","common","autumn to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium salebrosum","M2.1","6","4","5","4","6",5,1,1,1,1,3,"P","procumbent to ascending",12,"turf","c","p",0,0,0,"Monoicous","Autoicous","2","inclined",1,15,"grained","occasional","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium starkei","M1.1","6","1","6","6","2",2,1,1,1,0,3,"P","erect",1,"turf","p","s",0,0,0,"Monoicous","Autoicous","2","inclined",1,13.5,"grained","common","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Brachythecium velutinum","M2.1","Ind","Ind","Ind","Ind","Ind",5,1,1,1,1,5,"P","procumbent to erect",7.5,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,14.5,"grained","frequent","winter to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Cirriphyllum piliferum","M2.1","7","3","6","5","6",6,1,1,0,0,4,"P","procumbent",15,"weft","p","c",0,0,0,"Dioicous","","3","inclined",1,14,"grained","rare","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Cirriphyllum tommasinii","M1.1","4","4","7","5","8",NA,0,1,0,1,NA,"P","decumbent",4,"mat","p","",0,0,0,"Dioicous","","2","erect to inclined",1,12,"grained","rare","spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium angustirete","M1.1","5","4","7","4","7",NA,1,1,1,1,3,"P","procumbent to ascending",5,"dendroid","p","",0,0,0,"Dioicous","","3","inclined",1,12,"","rare to occasional","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium crassinervium","M1.1","4","5","4","5","8",5,1,1,0,1,2,"P","procumbent to ascending",1,"turf","p","",0,0,0,"Dioicous","","","inclined",1,19,"grained","occasional","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium flotowianum","M1.1","3","6","7","3","6",NA,0,1,1,1,2,"P","decumbent",NA,"turf","p","",0,0,0,"Dioicous","","2","erect to inclined",1,13,"grained","","spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium hians","M2.1","Ind","Ind","Ind","Ind","Ind",6,1,1,1,1,4,"P","decumbent",10,"weft","c","p",0,0,0,"Dioicous","","2 \ 3","inclined",1,14,"grained","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium praelongum","M2.1","6","4","5","6","5",5,1,1,1,1,5,"P","procumbent to ascending",12,"weft","p","",0,0,0,"Dioicous","","","inclined",1,22,"grained","frequent","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium pulchellum","M2.1","Ind","Ind","Ind","Ind","Ind",2,1,1,0,0,4,"P","procumbent",5,"mat","p","s",0,0,0,"Dioicous","","","inclined",1,12,"grained","","throughout the year",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium pumilum","M1.1","3","7","4","5","8",6,1,1,0,0,5,"P","procumbent",4,"mat","p","",0,0,0,"Dioicous","","2","inclined to pendulous",1,13.5,"flat","frequent","autumn to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium schleicheri","M1.1","5","5","4","4","8",4,1,1,0,0,4,"P","procumbent",3,"mat","p","",0,0,0,"Dioicous","","2","inclined",1,12,"grained","rare","winter to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium speciosum","M2.1","5","7","5","7","6",7,1,1,1,1,4,"P","procumbent to ascending",1.5,"mat","p","",0,0,0,"Monoicous","Synoicous or autoicous","3","inclined to pendulous",1,18,"grained","frequent","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium striatulum","M1.1","3","5","4","4","8",3,0,1,0,1,2,"P","procumbent to ascending",3,"dendroid","p","",0,0,0,"Dioicous","","2","inclined",1,17,"grained","rare","winter to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Eurhynchium striatum","M1.1","5","6","3","5","6",5,1,1,1,1,3,"P","procumbent to ascending",5,"dendroid","p","",0,0,0,"Dioicous","","3","inclined",1,12,"grained","rare to occasional","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Homalothecium lutescens","M2.1","Ind","Ind","Ind","Ind","Ind",2,1,1,0,0,3,"P","procumbent to ascending",10,"weft","p","",0,0,0,"Dioicous","","","erect to inclined",1,18,"grained","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Homalothecium philippeanum","M1.2","5","7","7","4","8",NA,0,1,0,0,3,"P","procumbent",8,"turf","p","",0,0,0,"Dioicous","","","erect",1,16,"grained","","spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Homalothecium sericeum","M2.1","8","3","5","2","7",4,0,1,0,1,3,"P","procumbent",7.5,"mat","p","",0,0,0,"Dioicous","","2","erect",1,16.5,"papillose","occasional","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Isothecium alopecuroides","M1.1","5","4","6","5","6",5,1,1,1,1,2,"P","procumbent",4,"dendroid","p","s",0,0,0,"Dioicous","","2","erect",1,14,"grained","occasional to frequent","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Isothecium holtii","M1.2","6","5","2","8","3",3,0,1,1,0,2,"P","procumbent to ascending",1,"dendroid","p","",0,0,0,"Dioicous","","","inclined",1,18.5,"","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Isothecium myosuroides","M1.1","4","4","4","6","4",3,0,1,1,1,3,"P","procumbent to erect",1.5,"dendroid","p","s",0,0,0,"Dioicous","","2","inclined",1,20,"","frequent to common","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Platyhypnidium alopecuroides","M2.1","Ind","5","2","9","2",3,0,1,0,0,2,"P","procumbent",5.5,"mat","p","",0,0,0,"Monoicous","Autoicous","","inclined",1,18,"","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Platyhypnidium riparioides","M2.1","Ind","3","5","8","6",6,0,1,1,1,6,"P","procumbent",15,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,19,"flat","frequent","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegiella curviseta","M2.1","4","8","3","6","8",6,0,1,0,0,3,"P","procumbent",0.55,"mat","p","s",0,0,0,"Monoicous","Autoicous","2","inclined",1,14.5,"grained","frequent","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegiella tenella","M1.1","4","5","4","3","8",5,0,1,0,0,2,"P","procumbent",0.3,"mat","s","p",0,0,0,"Monoicous","Autoicous","","inclined",1,12.5,"grained","common","autumn to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegiella teneriffae","M1.1","3","7","4","8","7",4,0,1,0,0,2,"P","procumbent",0.35,"mat","s","p",0,0,0,"Monoicous","Autoicous","","inclined",1,14.5,"grained","frequent","autumn",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegiella tenuicaulis","M1.1","5","4","7","5","8",NA,0,1,0,1,2,"P","decumbent",NA,"turf","s","p",0,0,0,"Dioicous","","2","erect to inclined",1,12,"","","spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegium confertum","M2.1","4","5","4","5","6",6,0,1,1,1,4,"P","procumbent",3,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,15,"grained","common","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegium megapolitanum","M2.2","8","6","6","2","6",5,1,0,0,0,5,"P","procumbent to ascending",10,"mat","p","",0,0,0,"Monoicous","Autoicous","3","inclined",1,14,"grained","frequent","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegium murale","M2.1","5","3","5","5","7",5,1,1,0,0,4,"P","procumbent",1,"turf","p","",0,0,0,"Monoicous","Autoicous","2","inclined",1,14,"grained","common","winter to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Rhynchostegium rotundifolium","M1.1","4","7","4","5","7",5,0,1,1,1,6,"P","procumbent",3,"mat","p","",0,0,0,"Monoicous","Autoicous","","inclined",1,15,"flat","common","autumn to spring",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Scleropodium cespitans","M2.2","6","7","3","5","6",6,0,1,0,1,6,"P","procumbent",1.5,"mat","p","",0,0,0,"Dioicous","","2","inclined",1,18,"papillose","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Scleropodium purum","M2.1","6","4","5","4","5",3,1,1,1,0,6,"P","procumbent to ascending",15,"weft","p","",0,0,0,"Dioicous","","3","inclined",1,14,"grained","rare","autumn to winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Scleropodium touretii","M2.1","8","7","4","3","6",2,0,1,0,0,2,"P","procumbent to ascending",10,"mat","p","",0,0,0,"Dioicous","","2","inclined",1,13.5,"grained","rare","winter",0,0,0,0,0
"Bryophyta","Brachytheciaceae","Tomentypnum nitens","M2.2","7","2","6","8","8",2,1,0,0,0,3,"P","ascending to erect",10,"turf","p","",0,0,0,"Dioicous","","4","inclined",1,18,"papillose","rare","summer",0,0,0,0,0
"Bryophyta","Bruchiaceae","Trematodon ambiguus","","8","3","6","7","2",4,1,1,0,0,5,"O","erect",1,"turf","s","",0,0,0,"Monoicous","Autoicous","2 \ 3","erect",1,33,"papillose","common","summer",0,0,0,0,0
"Bryophyta","Bryaceae","Anomobryum julaceum","M2.1","3","2","6","3","4",2,1,1,0,0,2,"O","erect",3,"turf","c","",0,0,0,"Dioicous","","2","inclined to pendulous",1,14,"","occasional","spring",0,0,0,1,0
"Bryophyta","Bryaceae","Bryum alpinum","","8","Ind","4","7","4",2,1,1,0,0,4,"O","erect",6,"turf","c","p",0,0,0,"Dioicous","","3","pendulous",1,13,"","rare","summer",1,0,0,0,0
"Bryophyta","Bryaceae","Bryum argenteum","M2.2","7","Ind","Ind","Ind","6",7,1,1,0,1,6,"O","erect",1.5,"turf","c","",0,1,0,"Dioicous","","2","pendulous",1,11,"flat","occasional","autumn to spring",0,0,1,0,0
"Bryophyta","Bryaceae","Bryum caespiticium","M2.2","Ind","Ind","Ind","Ind","Ind",5,1,1,1,0,6,"O","erect",1.5,"turf","c","",0,0,0,"Dioicous","","3","pendulous",1,12,"flat","common","summer",1,0,0,0,0
"Bryophyta","Bryaceae","Bryum capillare","M2.1","5","Ind","5","5","6",4,1,1,1,1,5,"O","erect",3,"turf","c","",0,1,0,"Dioicous","","3","inclined to pendulous",1,13.5,"","common","spring to summer",1,0,0,0,0
"Bryophyta","Bryaceae","Bryum creberrimum","","","","","","",4,1,1,1,1,4,"O","erect",2.5,"turf","c","",0,0,0,"Monoicous","Synoicous or autoicous","3","inclined to pendulous",1,15,"flat","common","summer",0,0,0,0,0
"Bryophyta","Bryaceae","Bryum cyclophyllum","","","","","","",4,1,0,0,0,5,"O","erect",8,"mat","s","",0,0,0,"Dioicous","","3","pendulous",1,30,"flat","frequent","autumn to winter",0,1,0,0,0
"Bryophyta","Bryaceae","Bryum elegans","M2.1","7","Ind","Ind","5","8",3,1,1,0,0,3,"O","erect",3,"turf","c","p",0,1,0,"Dioicous","","2","inclined to pendulous",1,13.5,"","rare","summer",1,0,0,0,0
"Bryophyta","Bryaceae","Bryum klinggraeffii","M2.2","8","6","4","7","Ind",6,1,0,0,0,6,"O","erect",0.8,"turf","c","",0,0,0,"Dioicous","","2","pendulous",1,10,"","rare","",1,0,0,0,0
"Bryophyta","Bryaceae","Bryum mildeanum","","7","3","4","7","6",2,1,1,0,0,2,"O","erect",1.5,"turf","p","",0,0,0,"Dioicous","","3","inclined to pendulous",1,11,"","common","autumn to winter",0,0,0,0,0
